TRANSACTION_ID|TRANSACTION_DATE|ACCOUNT_ID|CUSTOMER_ID|BRANCH_ID|PRODUCT_ID|TRANSACTION_TYPE|CHANNEL|TRANSACTION_AMOUNT|TRANSACTION_CURRENCY|BASE_CURRENCY_AMOUNT|IS_INTERNATIONAL|IS_FLAGGED|MERCHANT_NAME|ETL_BATCH_ID
9000000016|2025-04-05|ACCT-NO-100001|1001|101|1|DEBIT|BRANCH|1630.15|NOK|1630.15|0|0|MERCHANT-16|20240015
9000000017|2025-05-19|ACCT-NO-100001|1001|101|1|CREDIT|ATM|6254.93|NOK|6254.93|0|0|MERCHANT-17|20240016
9000000018|2025-06-06|ACCT-NO-100001|1001|101|1|TRANSFER|ONLINE|1879.71|NOK|1879.71|0|0|MERCHANT-18|20240017
9000000019|2025-07-20|ACCT-NO-100001|1001|101|1|FEE|MOBILE|6504.49|NOK|6504.49|0|0|MERCHANT-19|20240018
9000000020|2025-08-07|ACCT-NO-100001|1001|101|1|INTEREST|POS|2129.27|NOK|2129.27|0|0|MERCHANT-20|20240019
9000000021|2025-09-21|ACCT-NO-100001|1001|101|1|DEBIT|BRANCH|6754.05|NOK|6754.05|0|0|MERCHANT-21|20240020
9000000022|2025-10-07|ACCT-NO-100001|1001|101|1|CREDIT|ATM|35350.34|EUR|406528.91|1|0|MERCHANT-22|20240021
9000000023|2025-11-21|ACCT-NO-100001|1001|101|1|TRANSFER|ONLINE|293155.71|NOK|293155.71|0|0|MERCHANT-23|20240022
9000000024|2025-12-08|ACCT-NO-100001|1001|101|1|FEE|MOBILE|2628.38|NOK|2628.38|0|0|MERCHANT-24|20240023
9000000025|2024-01-22|ACCT-NO-100001|1001|101|1|INTEREST|POS|7253.16|NOK|7253.16|0|0|MERCHANT-25|20240000
9000000026|2024-01-09|ACCT-NO-100002|1001|101|2|DEBIT|BRANCH|178553.95|EUR|2053370.43|1|1|MERCHANT-26|20240000
9000000027|2024-02-23|ACCT-NO-100002|1001|101|2|CREDIT|ATM|7502.72|NOK|7502.72|0|0|MERCHANT-27|20240001
9000000028|2024-03-10|ACCT-NO-100002|1001|101|2|TRANSFER|ONLINE|3127.5|NOK|3127.5|0|0|MERCHANT-28|20240002
9000000029|2024-04-24|ACCT-NO-100002|1001|101|2|FEE|MOBILE|7752.28|NOK|7752.28|0|0|MERCHANT-29|20240003
9000000030|2024-05-10|ACCT-NO-100002|1001|101|2|INTEREST|POS|3377.06|NOK|3377.06|0|0|MERCHANT-30|20240004
9000000031|2024-06-24|ACCT-NO-100002|1001|101|2|DEBIT|BRANCH|8001.84|NOK|8001.84|0|0|MERCHANT-31|20240005
9000000032|2024-07-11|ACCT-NO-100002|1001|101|2|CREDIT|ATM|3626.62|NOK|3626.62|0|0|MERCHANT-32|20240006
9000000033|2024-08-25|ACCT-NO-100002|1001|101|2|TRANSFER|ONLINE|61450.64|EUR|706682.36|1|0|MERCHANT-33|20240007
9000000034|2024-09-12|ACCT-NO-100002|1001|101|2|FEE|MOBILE|3876.17|NOK|3876.17|0|0|MERCHANT-34|20240008
9000000035|2024-10-26|ACCT-NO-100002|1001|101|2|INTEREST|POS|8500.95|NOK|8500.95|0|0|MERCHANT-35|20240009
9000000036|2024-11-13|ACCT-NO-100002|1001|101|2|DEBIT|BRANCH|4125.73|NOK|4125.73|0|0|MERCHANT-36|20240010
9000000037|2024-12-27|ACCT-NO-100002|1001|101|2|CREDIT|ATM|341680.86|NOK|341680.86|0|0|MERCHANT-37|20240011
9000000038|2025-01-13|ACCT-NO-100002|1001|101|2|TRANSFER|ONLINE|4375.29|NOK|4375.29|0|0|MERCHANT-38|20240012
9000000039|2025-02-27|ACCT-NO-100002|1001|101|2|FEE|MOBILE|9000.07|NOK|9000.07|0|1|MERCHANT-39|20240013
9000000040|2025-03-14|ACCT-NO-100002|1001|101|2|INTEREST|POS|45332.66|EUR|521325.59|1|0|MERCHANT-40|20240014
9000000041|2025-04-01|ACCT-NO-100002|1001|101|2|DEBIT|BRANCH|249.63|NOK|249.63|0|0|MERCHANT-41|20240015
9000000042|2025-05-15|ACCT-NO-100002|1001|101|2|CREDIT|ATM|4874.41|NOK|4874.41|0|0|MERCHANT-42|20240016
9000000043|2025-06-02|ACCT-NO-100002|1001|101|2|TRANSFER|ONLINE|499.18|NOK|499.18|0|0|MERCHANT-43|20240017
9000000044|2025-07-16|ACCT-NO-100002|1001|101|2|FEE|MOBILE|5123.96|NOK|5123.96|0|0|MERCHANT-44|20240018
9000000045|2025-08-03|ACCT-NO-100002|1001|101|2|INTEREST|POS|748.74|NOK|748.74|0|0|MERCHANT-45|20240019
9000000046|2025-09-16|ACCT-NO-100002|1001|101|2|DEBIT|BRANCH|5373.52|NOK|5373.52|0|0|MERCHANT-46|20240020
9000000047|2025-10-03|ACCT-NO-100002|1001|101|2|CREDIT|ATM|29214.67|EUR|335968.7|1|0|MERCHANT-47|20240021
9000000048|2025-11-17|ACCT-NO-100002|1001|101|2|TRANSFER|ONLINE|254807.77|NOK|254807.77|0|0|MERCHANT-48|20240022
9000000049|2025-12-04|ACCT-NO-100002|1001|101|2|FEE|MOBILE|1247.86|NOK|1247.86|0|0|MERCHANT-49|20240023
9000000050|2024-01-18|ACCT-NO-100002|1001|101|2|INTEREST|POS|5872.64|NOK|5872.64|0|0|MERCHANT-00|20240000
9000000051|2024-01-05|ACCT-NO-100003|1002|102|1|DEBIT|BRANCH|140206.01|EUR|1612369.12|1|1|MERCHANT-01|20240000
9000000052|2024-02-19|ACCT-NO-100003|1002|102|1|CREDIT|ATM|6122.2|NOK|6122.2|0|0|MERCHANT-02|20240001
9000000053|2024-03-06|ACCT-NO-100003|1002|102|1|TRANSFER|ONLINE|1746.97|NOK|1746.97|0|0|MERCHANT-03|20240002
9000000054|2024-04-19|ACCT-NO-100003|1002|102|1|FEE|MOBILE|6371.75|NOK|6371.75|0|0|MERCHANT-04|20240003
9000000055|2024-05-06|ACCT-NO-100003|1002|102|1|INTEREST|POS|1996.53|NOK|1996.53|0|0|MERCHANT-05|20240004
9000000056|2024-06-20|ACCT-NO-100003|1002|102|1|DEBIT|BRANCH|6621.31|NOK|6621.31|0|0|MERCHANT-06|20240005
9000000057|2024-07-07|ACCT-NO-100003|1002|102|1|CREDIT|ATM|2246.09|NOK|2246.09|0|0|MERCHANT-07|20240006
9000000058|2024-08-21|ACCT-NO-100003|1002|102|1|TRANSFER|ONLINE|55314.97|EUR|636122.16|1|0|MERCHANT-08|20240007
9000000059|2024-09-08|ACCT-NO-100003|1002|102|1|FEE|MOBILE|2495.65|NOK|2495.65|0|0|MERCHANT-09|20240008
9000000060|2024-10-22|ACCT-NO-100003|1002|102|1|INTEREST|POS|7120.43|NOK|7120.43|0|0|MERCHANT-10|20240009
9000000061|2024-11-09|ACCT-NO-100003|1002|102|1|DEBIT|BRANCH|2745.21|NOK|2745.21|0|0|MERCHANT-11|20240010
9000000062|2024-12-22|ACCT-NO-100003|1002|102|1|CREDIT|ATM|303332.92|NOK|303332.92|0|0|MERCHANT-12|20240011
9000000063|2025-01-09|ACCT-NO-100003|1002|102|1|TRANSFER|ONLINE|2994.76|NOK|2994.76|0|0|MERCHANT-13|20240012
9000000064|2025-02-23|ACCT-NO-100003|1002|102|1|FEE|MOBILE|7619.54|NOK|7619.54|0|1|MERCHANT-14|20240013
9000000065|2025-03-10|ACCT-NO-100003|1002|102|1|INTEREST|POS|39196.99|EUR|450765.38|1|0|MERCHANT-15|20240014
9000000066|2025-04-24|ACCT-NO-100003|1002|102|1|DEBIT|BRANCH|7869.1|NOK|7869.1|0|0|MERCHANT-16|20240015
9000000067|2025-05-11|ACCT-NO-100003|1002|102|1|CREDIT|ATM|3493.88|NOK|3493.88|0|0|MERCHANT-17|20240016
9000000068|2025-06-25|ACCT-NO-100003|1002|102|1|TRANSFER|ONLINE|8118.66|NOK|8118.66|0|0|MERCHANT-18|20240017
9000000069|2025-07-12|ACCT-NO-100003|1002|102|1|FEE|MOBILE|3743.44|NOK|3743.44|0|0|MERCHANT-19|20240018
9000000070|2025-08-25|ACCT-NO-100003|1002|102|1|INTEREST|POS|8368.22|NOK|8368.22|0|0|MERCHANT-20|20240019
9000000071|2025-09-12|ACCT-NO-100003|1002|102|1|DEBIT|BRANCH|3993.0|NOK|3993.0|0|0|MERCHANT-21|20240020
9000000072|2025-10-26|ACCT-NO-100003|1002|102|1|CREDIT|ATM|63079.0|EUR|725408.5|1|0|MERCHANT-22|20240021
9000000073|2025-11-13|ACCT-NO-100003|1002|102|1|TRANSFER|ONLINE|216459.83|NOK|216459.83|0|0|MERCHANT-23|20240022
9000000074|2025-12-27|ACCT-NO-100003|1002|102|1|FEE|MOBILE|8867.33|NOK|8867.33|0|0|MERCHANT-24|20240023
9000000075|2024-01-14|ACCT-NO-100003|1002|102|1|INTEREST|POS|4492.11|NOK|4492.11|0|0|MERCHANT-25|20240000
9000000076|2024-01-01|ACCT-NO-100004|1002|102|5|DEBIT|BRANCH|101858.07|EUR|1171367.81|1|1|MERCHANT-26|20240000
9000000077|2024-02-15|ACCT-NO-100004|1002|102|5|CREDIT|ATM|4741.67|NOK|4741.67|0|0|MERCHANT-27|20240001
9000000078|2024-03-01|ACCT-NO-100004|1002|102|5|TRANSFER|ONLINE|366.45|NOK|366.45|0|0|MERCHANT-28|20240002
9000000079|2024-04-15|ACCT-NO-100004|1002|102|5|FEE|MOBILE|4991.23|NOK|4991.23|0|0|MERCHANT-29|20240003
9000000080|2024-05-02|ACCT-NO-100004|1002|102|5|INTEREST|POS|616.01|NOK|616.01|0|0|MERCHANT-30|20240004
9000000081|2024-06-16|ACCT-NO-100004|1002|102|5|DEBIT|BRANCH|5240.79|NOK|5240.79|0|0|MERCHANT-31|20240005
9000000082|2024-07-03|ACCT-NO-100004|1002|102|5|CREDIT|ATM|865.56|NOK|865.56|0|0|MERCHANT-32|20240006
9000000083|2024-08-17|ACCT-NO-100004|1002|102|5|TRANSFER|ONLINE|49179.3|EUR|565561.95|1|0|MERCHANT-33|20240007
9000000084|2024-09-04|ACCT-NO-100004|1002|102|5|FEE|MOBILE|1115.12|NOK|1115.12|0|0|MERCHANT-34|20240008
9000000085|2024-10-18|ACCT-NO-100004|1002|102|5|INTEREST|POS|5739.9|NOK|5739.9|0|0|MERCHANT-35|20240009
9000000086|2024-11-04|ACCT-NO-100004|1002|102|5|DEBIT|BRANCH|1364.68|NOK|1364.68|0|0|MERCHANT-36|20240010
9000000087|2024-12-18|ACCT-NO-100004|1002|102|5|CREDIT|ATM|264984.98|NOK|264984.98|0|0|MERCHANT-37|20240011
9000000088|2025-01-05|ACCT-NO-100004|1002|102|5|TRANSFER|ONLINE|1614.24|NOK|1614.24|0|0|MERCHANT-38|20240012
9000000089|2025-02-19|ACCT-NO-100004|1002|102|5|FEE|MOBILE|6239.02|NOK|6239.02|0|1|MERCHANT-39|20240013
9000000090|2025-03-06|ACCT-NO-100004|1002|102|5|INTEREST|POS|33061.32|EUR|380205.18|1|0|MERCHANT-40|20240014
9000000091|2025-04-20|ACCT-NO-100004|1002|102|5|DEBIT|BRANCH|6488.58|NOK|6488.58|0|0|MERCHANT-41|20240015
9000000092|2025-05-07|ACCT-NO-100004|1002|102|5|CREDIT|ATM|2113.35|NOK|2113.35|0|0|MERCHANT-42|20240016
9000000093|2025-06-21|ACCT-NO-100004|1002|102|5|TRANSFER|ONLINE|6738.13|NOK|6738.13|0|0|MERCHANT-43|20240017
9000000094|2025-07-07|ACCT-NO-100004|1002|102|5|FEE|MOBILE|2362.91|NOK|2362.91|0|0|MERCHANT-44|20240018
9000000095|2025-08-21|ACCT-NO-100004|1002|102|5|INTEREST|POS|6987.69|NOK|6987.69|0|0|MERCHANT-45|20240019
9000000096|2025-09-08|ACCT-NO-100004|1002|102|5|DEBIT|BRANCH|2612.47|NOK|2612.47|0|0|MERCHANT-46|20240020
9000000097|2025-10-22|ACCT-NO-100004|1002|102|5|CREDIT|ATM|56943.33|EUR|654848.3|1|0|MERCHANT-47|20240021
9000000098|2025-11-09|ACCT-NO-100004|1002|102|5|TRANSFER|ONLINE|178111.89|NOK|178111.89|0|0|MERCHANT-48|20240022
9000000099|2025-12-23|ACCT-NO-100004|1002|102|5|FEE|MOBILE|7486.81|NOK|7486.81|0|0|MERCHANT-49|20240023
9000000100|2024-01-10|ACCT-NO-100004|1002|102|5|INTEREST|POS|3111.59|NOK|3111.59|0|0|MERCHANT-00|20240000
9000000101|2024-01-24|ACCT-NO-100005|1003|201|1|DEBIT|BRANCH|313510.13|EUR|3605366.5|1|1|MERCHANT-01|20240000
9000000102|2024-02-10|ACCT-NO-100005|1003|201|1|CREDIT|ATM|3361.14|NOK|3361.14|0|0|MERCHANT-02|20240001
9000000103|2024-03-24|ACCT-NO-100005|1003|201|1|TRANSFER|ONLINE|7985.92|NOK|7985.92|0|0|MERCHANT-03|20240002
9000000104|2024-04-11|ACCT-NO-100005|1003|201|1|FEE|MOBILE|3610.7|NOK|3610.7|0|0|MERCHANT-04|20240003
9000000105|2024-05-25|ACCT-NO-100005|1003|201|1|INTEREST|POS|8235.48|NOK|8235.48|0|0|MERCHANT-05|20240004
9000000106|2024-06-12|ACCT-NO-100005|1003|201|1|DEBIT|BRANCH|3860.26|NOK|3860.26|0|0|MERCHANT-06|20240005
9000000107|2024-07-26|ACCT-NO-100005|1003|201|1|CREDIT|ATM|8485.04|NOK|8485.04|0|0|MERCHANT-07|20240006
9000000108|2024-08-13|ACCT-NO-100005|1003|201|1|TRANSFER|ONLINE|43043.63|EUR|495001.74|1|0|MERCHANT-08|20240007
9000000109|2024-09-27|ACCT-NO-100005|1003|201|1|FEE|MOBILE|8734.6|NOK|8734.6|0|0|MERCHANT-09|20240008
9000000110|2024-10-13|ACCT-NO-100005|1003|201|1|INTEREST|POS|4359.38|NOK|4359.38|0|0|MERCHANT-10|20240009
9000000111|2024-11-27|ACCT-NO-100005|1003|201|1|DEBIT|BRANCH|8984.15|NOK|8984.15|0|0|MERCHANT-11|20240010
9000000112|2024-12-14|ACCT-NO-100005|1003|201|1|CREDIT|ATM|226637.04|NOK|226637.04|0|0|MERCHANT-12|20240011
9000000113|2025-01-01|ACCT-NO-100005|1003|201|1|TRANSFER|ONLINE|233.71|NOK|233.71|0|0|MERCHANT-13|20240012
9000000114|2025-02-15|ACCT-NO-100005|1003|201|1|FEE|MOBILE|4858.49|NOK|4858.49|0|1|MERCHANT-14|20240013
9000000115|2025-03-02|ACCT-NO-100005|1003|201|1|INTEREST|POS|26925.65|EUR|309644.98|1|0|MERCHANT-15|20240014
9000000116|2025-04-16|ACCT-NO-100005|1003|201|1|DEBIT|BRANCH|5108.05|NOK|5108.05|0|0|MERCHANT-16|20240015
9000000117|2025-05-03|ACCT-NO-100005|1003|201|1|CREDIT|ATM|732.83|NOK|732.83|0|0|MERCHANT-17|20240016
9000000118|2025-06-16|ACCT-NO-100005|1003|201|1|TRANSFER|ONLINE|5357.61|NOK|5357.61|0|0|MERCHANT-18|20240017
9000000119|2025-07-03|ACCT-NO-100005|1003|201|1|FEE|MOBILE|982.39|NOK|982.39|0|0|MERCHANT-19|20240018
9000000120|2025-08-17|ACCT-NO-100005|1003|201|1|INTEREST|POS|5607.17|NOK|5607.17|0|0|MERCHANT-20|20240019
9000000121|2025-09-04|ACCT-NO-100005|1003|201|1|DEBIT|BRANCH|1231.94|NOK|1231.94|0|0|MERCHANT-21|20240020
9000000122|2025-10-18|ACCT-NO-100005|1003|201|1|CREDIT|ATM|50807.66|EUR|584288.09|1|0|MERCHANT-22|20240021
9000000123|2025-11-05|ACCT-NO-100005|1003|201|1|TRANSFER|ONLINE|139763.95|NOK|139763.95|0|0|MERCHANT-23|20240022
9000000124|2025-12-19|ACCT-NO-100005|1003|201|1|FEE|MOBILE|6106.28|NOK|6106.28|0|0|MERCHANT-24|20240023
9000000125|2024-01-06|ACCT-NO-100005|1003|201|1|INTEREST|POS|1731.06|NOK|1731.06|0|0|MERCHANT-25|20240000
9000000126|2024-01-19|ACCT-NO-100006|1003|201|3|DEBIT|BRANCH|275162.19|EUR|3164365.19|1|1|MERCHANT-26|20240000
9000000127|2024-02-06|ACCT-NO-100006|1003|201|3|CREDIT|ATM|1980.62|NOK|1980.62|0|0|MERCHANT-27|20240001
9000000128|2024-03-20|ACCT-NO-100006|1003|201|3|TRANSFER|ONLINE|6605.4|NOK|6605.4|0|0|MERCHANT-28|20240002
9000000129|2024-04-07|ACCT-NO-100006|1003|201|3|FEE|MOBILE|2230.18|NOK|2230.18|0|0|MERCHANT-29|20240003
9000000130|2024-05-21|ACCT-NO-100006|1003|201|3|INTEREST|POS|6854.95|NOK|6854.95|0|0|MERCHANT-30|20240004
9000000131|2024-06-08|ACCT-NO-100006|1003|201|3|DEBIT|BRANCH|2479.73|NOK|2479.73|0|0|MERCHANT-31|20240005
9000000132|2024-07-22|ACCT-NO-100006|1003|201|3|CREDIT|ATM|7104.51|NOK|7104.51|0|0|MERCHANT-32|20240006
9000000133|2024-08-09|ACCT-NO-100006|1003|201|3|TRANSFER|ONLINE|36907.96|EUR|424441.54|1|0|MERCHANT-33|20240007
9000000134|2024-09-22|ACCT-NO-100006|1003|201|3|FEE|MOBILE|7354.07|NOK|7354.07|0|0|MERCHANT-34|20240008
9000000135|2024-10-09|ACCT-NO-100006|1003|201|3|INTEREST|POS|2978.85|NOK|2978.85|0|0|MERCHANT-35|20240009
9000000136|2024-11-23|ACCT-NO-100006|1003|201|3|DEBIT|BRANCH|7603.63|NOK|7603.63|0|0|MERCHANT-36|20240010
9000000137|2024-12-10|ACCT-NO-100006|1003|201|3|CREDIT|ATM|188289.1|NOK|188289.1|0|0|MERCHANT-37|20240011
9000000138|2025-01-24|ACCT-NO-100006|1003|201|3|TRANSFER|ONLINE|7853.19|NOK|7853.19|0|0|MERCHANT-38|20240012
9000000139|2025-02-11|ACCT-NO-100006|1003|201|3|FEE|MOBILE|3477.97|NOK|3477.97|0|1|MERCHANT-39|20240013
9000000140|2025-03-25|ACCT-NO-100006|1003|201|3|INTEREST|POS|60789.98|EUR|699084.77|1|0|MERCHANT-40|20240014
9000000141|2025-04-12|ACCT-NO-100006|1003|201|3|DEBIT|BRANCH|3727.52|NOK|3727.52|0|0|MERCHANT-41|20240015
9000000142|2025-05-25|ACCT-NO-100006|1003|201|3|CREDIT|ATM|8352.3|NOK|8352.3|0|0|MERCHANT-42|20240016
9000000143|2025-06-12|ACCT-NO-100006|1003|201|3|TRANSFER|ONLINE|3977.08|NOK|3977.08|0|0|MERCHANT-43|20240017
9000000144|2025-07-26|ACCT-NO-100006|1003|201|3|FEE|MOBILE|8601.86|NOK|8601.86|0|0|MERCHANT-44|20240018
9000000145|2025-08-13|ACCT-NO-100006|1003|201|3|INTEREST|POS|4226.64|NOK|4226.64|0|0|MERCHANT-45|20240019
9000000146|2025-09-27|ACCT-NO-100006|1003|201|3|DEBIT|BRANCH|8851.42|NOK|8851.42|0|0|MERCHANT-46|20240020
9000000147|2025-10-14|ACCT-NO-100006|1003|201|3|CREDIT|ATM|44671.99|EUR|513727.88|1|0|MERCHANT-47|20240021
9000000148|2025-11-01|ACCT-NO-100006|1003|201|3|TRANSFER|ONLINE|101416.0|NOK|101416.0|0|0|MERCHANT-48|20240022
9000000149|2025-12-15|ACCT-NO-100006|1003|201|3|FEE|MOBILE|4725.76|NOK|4725.76|0|0|MERCHANT-49|20240023
9000000150|2024-01-01|ACCT-NO-100006|1003|201|3|INTEREST|POS|350.53|NOK|350.53|0|0|MERCHANT-00|20240000
9000000151|2024-01-15|ACCT-NO-100007|1003|201|6|DEBIT|BRANCH|236814.25|EUR|2723363.88|1|1|MERCHANT-01|20240000
9000000152|2024-02-02|ACCT-NO-100007|1003|201|6|CREDIT|ATM|600.09|NOK|600.09|0|0|MERCHANT-02|20240001
9000000153|2024-03-16|ACCT-NO-100007|1003|201|6|TRANSFER|ONLINE|5224.87|NOK|5224.87|0|0|MERCHANT-03|20240002
9000000154|2024-04-03|ACCT-NO-100007|1003|201|6|FEE|MOBILE|849.65|NOK|849.65|0|0|MERCHANT-04|20240003
9000000155|2024-05-17|ACCT-NO-100007|1003|201|6|INTEREST|POS|5474.43|NOK|5474.43|0|0|MERCHANT-05|20240004
9000000156|2024-06-04|ACCT-NO-100007|1003|201|6|DEBIT|BRANCH|1099.21|NOK|1099.21|0|0|MERCHANT-06|20240005
9000000157|2024-07-18|ACCT-NO-100007|1003|201|6|CREDIT|ATM|5723.99|NOK|5723.99|0|0|MERCHANT-07|20240006
9000000158|2024-08-04|ACCT-NO-100007|1003|201|6|TRANSFER|ONLINE|30772.29|EUR|353881.34|1|0|MERCHANT-08|20240007
9000000159|2024-09-18|ACCT-NO-100007|1003|201|6|FEE|MOBILE|5973.54|NOK|5973.54|0|0|MERCHANT-09|20240008
9000000160|2024-10-05|ACCT-NO-100007|1003|201|6|INTEREST|POS|1598.32|NOK|1598.32|0|0|MERCHANT-10|20240009
9000000161|2024-11-19|ACCT-NO-100007|1003|201|6|DEBIT|BRANCH|6223.1|NOK|6223.1|0|0|MERCHANT-11|20240010
9000000162|2024-12-06|ACCT-NO-100007|1003|201|6|CREDIT|ATM|149941.16|NOK|149941.16|0|0|MERCHANT-12|20240011
9000000163|2025-01-20|ACCT-NO-100007|1003|201|6|TRANSFER|ONLINE|6472.66|NOK|6472.66|0|0|MERCHANT-13|20240012
9000000164|2025-02-07|ACCT-NO-100007|1003|201|6|FEE|MOBILE|2097.44|NOK|2097.44|0|1|MERCHANT-14|20240013
9000000165|2025-03-21|ACCT-NO-100007|1003|201|6|INTEREST|POS|54654.3|EUR|628524.45|1|0|MERCHANT-15|20240014
9000000166|2025-04-07|ACCT-NO-100007|1003|201|6|DEBIT|BRANCH|2347.0|NOK|2347.0|0|0|MERCHANT-16|20240015
9000000167|2025-05-21|ACCT-NO-100007|1003|201|6|CREDIT|ATM|6971.78|NOK|6971.78|0|0|MERCHANT-17|20240016
9000000168|2025-06-08|ACCT-NO-100007|1003|201|6|TRANSFER|ONLINE|2596.56|NOK|2596.56|0|0|MERCHANT-18|20240017
9000000169|2025-07-22|ACCT-NO-100007|1003|201|6|FEE|MOBILE|7221.33|NOK|7221.33|0|0|MERCHANT-19|20240018
9000000170|2025-08-09|ACCT-NO-100007|1003|201|6|INTEREST|POS|2846.11|NOK|2846.11|0|0|MERCHANT-20|20240019
9000000171|2025-09-23|ACCT-NO-100007|1003|201|6|DEBIT|BRANCH|7470.89|NOK|7470.89|0|0|MERCHANT-21|20240020
9000000172|2025-10-10|ACCT-NO-100007|1003|201|6|CREDIT|ATM|38536.32|EUR|443167.68|1|0|MERCHANT-22|20240021
9000000173|2025-11-24|ACCT-NO-100007|1003|201|6|TRANSFER|ONLINE|313068.06|NOK|313068.06|0|0|MERCHANT-23|20240022
9000000174|2025-12-10|ACCT-NO-100007|1003|201|6|FEE|MOBILE|3345.23|NOK|3345.23|0|0|MERCHANT-24|20240023
9000000175|2024-01-24|ACCT-NO-100007|1003|201|6|INTEREST|POS|7970.01|NOK|7970.01|0|0|MERCHANT-25|20240000
9000000176|2024-01-11|ACCT-NO-100008|1004|301|1|DEBIT|BRANCH|198466.31|EUR|2282362.56|1|1|MERCHANT-26|20240000
9000000177|2024-02-25|ACCT-NO-100008|1004|301|1|CREDIT|ATM|8219.57|NOK|8219.57|0|0|MERCHANT-27|20240001
9000000178|2024-03-12|ACCT-NO-100008|1004|301|1|TRANSFER|ONLINE|3844.35|NOK|3844.35|0|0|MERCHANT-28|20240002
9000000179|2024-04-26|ACCT-NO-100008|1004|301|1|FEE|MOBILE|8469.12|NOK|8469.12|0|0|MERCHANT-29|20240003
9000000180|2024-05-13|ACCT-NO-100008|1004|301|1|INTEREST|POS|4093.9|NOK|4093.9|0|0|MERCHANT-30|20240004
9000000181|2024-06-27|ACCT-NO-100008|1004|301|1|DEBIT|BRANCH|8718.68|NOK|8718.68|0|0|MERCHANT-31|20240005
9000000182|2024-07-13|ACCT-NO-100008|1004|301|1|CREDIT|ATM|4343.46|NOK|4343.46|0|0|MERCHANT-32|20240006
9000000183|2024-08-27|ACCT-NO-100008|1004|301|1|TRANSFER|ONLINE|64636.62|EUR|743321.13|1|0|MERCHANT-33|20240007
9000000184|2024-09-14|ACCT-NO-100008|1004|301|1|FEE|MOBILE|4593.02|NOK|4593.02|0|0|MERCHANT-34|20240008
9000000185|2024-10-01|ACCT-NO-100008|1004|301|1|INTEREST|POS|217.8|NOK|217.8|0|0|MERCHANT-35|20240009
9000000186|2024-11-15|ACCT-NO-100008|1004|301|1|DEBIT|BRANCH|4842.58|NOK|4842.58|0|0|MERCHANT-36|20240010
9000000187|2024-12-02|ACCT-NO-100008|1004|301|1|CREDIT|ATM|111593.22|NOK|111593.22|0|0|MERCHANT-37|20240011
9000000188|2025-01-16|ACCT-NO-100008|1004|301|1|TRANSFER|ONLINE|5092.13|NOK|5092.13|0|0|MERCHANT-38|20240012
9000000189|2025-02-03|ACCT-NO-100008|1004|301|1|FEE|MOBILE|716.91|NOK|716.91|0|1|MERCHANT-39|20240013
9000000190|2025-03-16|ACCT-NO-100008|1004|301|1|INTEREST|POS|48518.63|EUR|557964.24|1|0|MERCHANT-40|20240014
